exemplo
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 1, 'linhaDigitavel': '24698.1541 17323.88022 43518.67620 4 00000000080820', 'valor': 808.2, 'label': 1}"
"{'banco': 'BANCO BANDEPE S.A.', 'codigoBanco': 24, 'agencia': 1001, 'linhaDigitavel': '02493.6044 10559.43314 02166.23395 4 00000000019586', 'valor': 195.86, 'label': 1}"
"{'banco': 'BANCO BANDEPE S.A.', 'codigoBanco': 24, 'agencia': 1572, 'linhaDigitavel': '02497.9262 98478.95020 52880.60463 5 00000000032858', 'valor': 328.58, 'label': 0}"
"{'banco': 'BANCO BANDEPE S.A.', 'codigoBanco': 24, 'agencia': 1001, 'linhaDigitavel': '02496.0292 05978.70278 92737.64843 4 00000000028433', 'valor': 284.33, 'label': 1}"
"{'banco': 'BANCO BANDEPE S.A.', 'codigoBanco': 24, 'agencia': 1001, 'linhaDigitavel': '02439.7900 66788.70729 18896.31376 0 00000000053962', 'valor': 539.62, 'label': 0}"
"{'banco': 'BANCO BANDEPE S.A.', 'codigoBanco': 24, 'agencia': 1001, 'linhaDigitavel': '02494.0258 16769.32520 45560.57974 3 00000000051204', 'valor': 512.04, 'label': 1}"
"{'banco': 'BANCO BANDEPE S.A.', 'codigoBanco': 848, 'agencia': 1001, 'linhaDigitavel': '84899.9263 27726.75460 25440.54044 1 00000000079835', 'valor': 798.35, 'label': 0}"
"{'banco': 'BANCO BANDEPE S.A.', 'codigoBanco': 24, 'agencia': 1001, 'linhaDigitavel': '02491.1722 04967.29663 13529.67674 2 00000000061032', 'valor': 610.32, 'label': 1}"
"{'banco': 'BANCO BANDEPE S.A.', 'codigoBanco': 24, 'agencia': 1001, 'linhaDigitavel': '75693.7593 97352.60232 27158.83885 1 00000000063891', 'valor': 638.92, 'label': 0}"
"{'banco': 'BANCO BANDEPE S.A.', 'codigoBanco': 24, 'agencia': 1001, 'linhaDigitavel': '02496.2449 18295.33278 39481.65729 2 00000000070905', 'valor': 709.05, 'label': 1}"
"{'banco': 'BANCO BANDEPE S.A.', 'codigoBanco': 24, 'agencia': 1001, 'linhaDigitavel': '02495.1935 71701.76451 31284.27984 0 00000000034306', 'valor': 342.06, 'label': 0}"
"{'banco': 'BANCO BANDEPE S.A.', 'codigoBanco': 24, 'agencia': 1001, 'linhaDigitavel': '02494.6797 53699.81537 05567.58196 2 00000000091832', 'valor': 918.32, 'label': 1}"
"{'banco': 'BANCO BANDEPE S.A.', 'codigoBanco': 24, 'agencia': 5215, 'linhaDigitavel': '02493.2743 06171.84050 86030.43783 9 00000000060664', 'valor': 606.64, 'label': 0}"
"{'banco': 'BANCO BANDEPE S.A.', 'codigoBanco': 24, 'agencia': 1001, 'linhaDigitavel': '02493.3007 46786.72039 98760.53765 5 00000000007145', 'valor': 71.45, 'label': 1}"
"{'banco': 'BANCO BANDEPE S.A.', 'codigoBanco': 24, 'agencia': 1001, 'linhaDigitavel': '02424.2806 51239.68652 55411.03724 6 00000000012613', 'valor': 126.13, 'label': 0}"
"{'banco': 'BANCO BANDEPE S.A.', 'codigoBanco': 24, 'agencia': 1001, 'linhaDigitavel': '02494.5857 09806.73817 80345.17459 7 00000000089585', 'valor': 895.85, 'label': 1}"
"{'banco': 'BANCO BANDEPE S.A.', 'codigoBanco': 26, 'agencia': 1001, 'linhaDigitavel': '02697.8425 42709.61227 39675.21877 5 00000000021209', 'valor': 212.09, 'label': 0}"
"{'banco': 'BANCO BANDEPE S.A.', 'codigoBanco': 24, 'agencia': 1001, 'linhaDigitavel': '02497.4973 45105.85988 86277.42764 2 00000000005732', 'valor': 57.32, 'label': 1}"
"{'banco': 'BANCO BANDEPE S.A.', 'codigoBanco': 24, 'agencia': 1001, 'linhaDigitavel': '40493.5350 15782.81031 39158.41875 5 00000000060039', 'valor': 600.39, 'label': 0}"
"{'banco': 'BANCO BANDEPE S.A.', 'codigoBanco': 24, 'agencia': 1001, 'linhaDigitavel': '02497.9309 53263.73561 96929.13617 4 00000000089409', 'valor': 894.09, 'label': 1}"
"{'banco': 'BANCO BANDEPE S.A.', 'codigoBanco': 24, 'agencia': 1001, 'linhaDigitavel': '02492.2587 43919.51919 21952.54668 1 00000000084824', 'valor': 847.24, 'label': 0}"
"{'banco': 'BANCO BANDEPE S.A.', 'codigoBanco': 24, 'agencia': 1001, 'linhaDigitavel': '02496.0338 82378.83114 99364.20973 5 00000000043799', 'valor': 437.99, 'label': 1}"
"{'banco': 'BANCO BANDEPE S.A.', 'codigoBanco': 24, 'agencia': 6364, 'linhaDigitavel': '02494.4846 24931.57636 77864.45409 6 00000000027444', 'valor': 274.44, 'label': 0}"
"{'banco': 'BANCO BANDEPE S.A.', 'codigoBanco': 24, 'agencia': 1001, 'linhaDigitavel': '02491.4310 99210.54546 94446.39273 1 00000000094371', 'valor': 943.71, 'label': 1}"
"{'banco': 'BANCO BANDEPE S.A.', 'codigoBanco': 24, 'agencia': 1001, 'linhaDigitavel': '02424.2930 78587.54579 96596.22303 3 00000000082809', 'valor': 828.09, 'label': 0}"
"{'banco': 'BANCO BANDEPE S.A.', 'codigoBanco': 24, 'agencia': 1001, 'linhaDigitavel': '02498.4581 75502.53244 12680.30746 4 00000000043110', 'valor': 431.1, 'label': 1}"
"{'banco': 'BANCO BANDEPE S.A.', 'codigoBanco': 250, 'agencia': 1001, 'linhaDigitavel': '25095.6054 75488.20115 56067.43615 8 00000000072624', 'valor': 726.24, 'label': 0}"
"{'banco': 'BANCO BANDEPE S.A.', 'codigoBanco': 24, 'agencia': 1001, 'linhaDigitavel': '02498.8115 66035.58174 47811.68259 1 00000000066053', 'valor': 660.53, 'label': 1}"
"{'banco': 'BANCO BANDEPE S.A.', 'codigoBanco': 24, 'agencia': 1001, 'linhaDigitavel': '07493.2522 68774.65598 75032.80125 7 00000000053372', 'valor': 533.72, 'label': 0}"
"{'banco': 'BANCO BANDEPE S.A.', 'codigoBanco': 24, 'agencia': 1001, 'linhaDigitavel': '02499.8925 46425.88693 51360.60935 7 00000000064296', 'valor': 642.96, 'label': 1}"
"{'banco': 'BANCO BANDEPE S.A.', 'codigoBanco': 24, 'agencia': 1001, 'linhaDigitavel': '02494.1589 68463.39574 42999.93036 0 00000000079620', 'valor': 795.2, 'label': 0}"
"{'banco': 'BANCO BANDEPE S.A.', 'codigoBanco': 24, 'agencia': 1001, 'linhaDigitavel': '02498.3203 05698.63896 01215.00762 4 00000000062363', 'valor': 623.63, 'label': 1}"
"{'banco': 'BANCO BANDEPE S.A.', 'codigoBanco': 24, 'agencia': 2426, 'linhaDigitavel': '02499.0162 14463.12595 39087.70334 2 00000000085749', 'valor': 857.49, 'label': 0}"
"{'banco': 'BANCO BANDEPE S.A.', 'codigoBanco': 24, 'agencia': 1001, 'linhaDigitavel': '02491.2099 49340.48682 26884.69893 1 00000000078265', 'valor': 782.65, 'label': 1}"
"{'banco': 'BANCO BANDEPE S.A.', 'codigoBanco': 24, 'agencia': 1001, 'linhaDigitavel': '02429.1967 60918.38683 37597.92603 8 00000000006109', 'valor': 61.09, 'label': 0}"
"{'banco': 'BANCO BANDEPE S.A.', 'codigoBanco': 24, 'agencia': 1001, 'linhaDigitavel': '02496.8887 95913.85680 86346.06811 9 00000000032598', 'valor': 325.98, 'label': 1}"
"{'banco': 'BANCO BANDEPE S.A.', 'codigoBanco': 887, 'agencia': 1001, 'linhaDigitavel': '88797.1157 94555.60802 02089.64950 2 00000000084433', 'valor': 844.33, 'label': 0}"
"{'banco': 'BANCO BANDEPE S.A.', 'codigoBanco': 24, 'agencia': 1001, 'linhaDigitavel': '02494.4202 82525.57566 16123.06864 0 00000000017486', 'valor': 174.86, 'label': 1}"
"{'banco': 'BANCO BANDEPE S.A.', 'codigoBanco': 24, 'agencia': 1001, 'linhaDigitavel': '11294.3403 12658.19428 86421.04476 8 00000000013671', 'valor': 136.71, 'label': 0}"
"{'banco': 'BANCO BANDEPE S.A.', 'codigoBanco': 24, 'agencia': 1001, 'linhaDigitavel': '02493.4422 79066.96219 88557.67339 3 00000000062447', 'valor': 624.47, 'label': 1}"
"{'banco': 'BANCO BANDEPE S.A.', 'codigoBanco': 24, 'agencia': 1001, 'linhaDigitavel': '02493.7061 14767.78980 93873.19359 4 00000000095222', 'valor': 951.22, 'label': 0}"
"{'banco': 'BANCO BANDEPE S.A.', 'codigoBanco': 24, 'agencia': 1001, 'linhaDigitavel': '02495.5621 67912.61104 51538.49240 2 00000000035942', 'valor': 359.42, 'label': 1}"
"{'banco': 'BANCO BANDEPE S.A.', 'codigoBanco': 24, 'agencia': 9032, 'linhaDigitavel': '02492.7373 03818.60416 99232.27219 0 00000000097923', 'valor': 979.23, 'label': 0}"
"{'banco': 'BANCO BANDEPE S.A.', 'codigoBanco': 24, 'agencia': 1001, 'linhaDigitavel': '02494.5887 74618.38122 32558.97884 2 00000000072701', 'valor': 727.01, 'label': 1}"
"{'banco': 'BANCO BANDEPE S.A.', 'codigoBanco': 24, 'agencia': 1001, 'linhaDigitavel': '02459.8073 37570.24888 07264.36204 4 00000000037035', 'valor': 370.35, 'label': 0}"
"{'banco': 'BANCO BANDEPE S.A.', 'codigoBanco': 24, 'agencia': 1001, 'linhaDigitavel': '02495.4118 94483.20184 84263.30712 1 00000000089602', 'valor': 896.02, 'label': 1}"
"{'banco': 'BANCO BANDEPE S.A.', 'codigoBanco': 899, 'agencia': 1001, 'linhaDigitavel': '89990.1342 06132.43638 48810.49011 6 00000000056515', 'valor': 565.15, 'label': 0}"
"{'banco': 'BANCO BANDEPE S.A.', 'codigoBanco': 24, 'agencia': 1001, 'linhaDigitavel': '02499.9716 75894.25042 31913.29112 0 00000000045154', 'valor': 451.54, 'label': 1}"
"{'banco': 'BANCO BANDEPE S.A.', 'codigoBanco': 24, 'agencia': 1001, 'linhaDigitavel': '57390.1142 55969.46627 33215.83357 8 00000000077838', 'valor': 778.38, 'label': 0}"
"{'banco': 'BANCO BANDEPE S.A.', 'codigoBanco': 24, 'agencia': 1001, 'linhaDigitavel': '02497.1981 35980.94317 99110.36880 8 00000000052921', 'valor': 529.21, 'label': 1}"
"{'banco': 'BANCO BANDEPE S.A.', 'codigoBanco': 24, 'agencia': 1001, 'linhaDigitavel': '02497.3550 38420.19117 66057.32921 2 00000000056340', 'valor': 562.4, 'label': 0}"
"{'banco': 'BANCO BANDEPE S.A.', 'codigoBanco': 24, 'agencia': 1001, 'linhaDigitavel': '02496.4597 23790.03760 37804.09288 2 00000000047722', 'valor': 477.22, 'label': 1}"
"{'banco': 'BANCO BANDEPE S.A.', 'codigoBanco': 24, 'agencia': 7089, 'linhaDigitavel': '02495.3521 35999.16512 40653.24625 1 00000000099922', 'valor': 999.22, 'label': 0}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '33091.2058 66523.29526 96748.05127 8 00000000026549', 'valor': 265.49, 'label': 1}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '33089.5385 50176.55148 76864.32881 5 00000000058374', 'valor': 583.74, 'label': 0}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '33092.3348 11723.36339 54317.09404 5 00000000058258', 'valor': 582.58, 'label': 1}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 522, 'agencia': 1, 'linhaDigitavel': '52296.5986 27810.24450 31220.55445 3 00000000009918', 'valor': 99.18, 'label': 0}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '33093.3953 35498.11014 46460.89569 8 00000000020292', 'valor': 202.92, 'label': 1}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '05591.8090 56182.57941 03579.81553 7 00000000007392', 'valor': 73.92, 'label': 0}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '33091.9442 87729.22300 89437.46590 8 00000000040122', 'valor': 401.22, 'label': 1}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '33097.4467 72343.06185 87197.12385 1 00000000050799', 'valor': 506.99, 'label': 0}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '33099.5509 01515.25410 19205.44535 3 00000000028964', 'valor': 289.65, 'label': 1}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 5654, 'linhaDigitavel': '33098.9912 14391.42681 76718.89766 7 00000000020872', 'valor': 208.72, 'label': 0}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '33096.6945 47487.04110 68731.65481 9 00000000016450', 'valor': 164.5, 'label': 1}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '33054.5219 76182.36970 04084.32405 9 00000000006151', 'valor': 61.51, 'label': 0}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '33096.8568 58528.64078 40215.75176 6 00000000057445', 'valor': 574.45, 'label': 1}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 58, 'agencia': 1, 'linhaDigitavel': '05897.4400 93248.92408 22959.51352 2 00000000017289', 'valor': 172.89, 'label': 0}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '33093.6494 62725.19749 23855.41085 8 00000000093055', 'valor': 930.55, 'label': 1}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '18090.1443 99745.43474 49440.62601 3 00000000024751', 'valor': 247.51, 'label': 0}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '33096.2058 97655.65295 13237.42980 8 00000000050339', 'valor': 503.39, 'label': 1}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '33090.0444 00512.77962 78449.39489 6 00000000053349', 'valor': 532.49, 'label': 0}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '33091.9905 30933.70713 54531.03330 9 00000000038800', 'valor': 388.0, 'label': 1}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 3749, 'linhaDigitavel': '33092.5591 16075.96710 44543.61700 9 00000000011334', 'valor': 113.34, 'label': 0}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '33098.3797 20250.56289 31404.28296 2 00000000059337', 'valor': 593.37, 'label': 1}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '33014.6733 14394.34956 18810.28053 1 00000000057129', 'valor': 571.3, 'label': 0}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '33099.3578 10224.67164 46816.91317 4 00000000041734', 'valor': 417.34, 'label': 1}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 429, 'agencia': 1, 'linhaDigitavel': '42995.2092 41859.40220 96526.45304 3 00000000082129', 'valor': 821.29, 'label': 0}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '33094.3590 75550.04123 25736.46732 9 00000000086279', 'valor': 862.79, 'label': 1}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '14392.2855 42006.04853 71935.40719 9 00000000006530', 'valor': 65.3, 'label': 0}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '33091.9108 19025.84985 52397.94756 1 00000000054904', 'valor': 549.04, 'label': 1}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '33096.3455 75914.72328 15166.18916 6 00000000082095', 'valor': 819.95, 'label': 0}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '33093.6378 52667.27605 16363.53317 4 00000000050421', 'valor': 504.21, 'label': 1}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 3675, 'linhaDigitavel': '33091.3604 61491.98883 54435.67988 2 00000000040009', 'valor': 400.09, 'label': 0}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '33098.4469 26128.55829 29753.19330 6 00000000067271', 'valor': 672.71, 'label': 1}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '33021.8131 35607.03065 38946.59434 9 00000000032136', 'valor': 321.36, 'label': 0}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '33090.1217 65416.58708 06105.63485 4 00000000046794', 'valor': 467.94, 'label': 1}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 375, 'agencia': 1, 'linhaDigitavel': '37596.3012 17900.61479 39988.74399 4 00000000050581', 'valor': 505.81, 'label': 0}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '33095.2826 27393.04158 10068.53959 8 00000000005516', 'valor': 55.16, 'label': 1}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '31093.0859 84675.80921 25159.59276 1 00000000007423', 'valor': 74.23, 'label': 0}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '33094.4809 11429.39885 06884.28251 2 00000000009804', 'valor': 98.04, 'label': 1}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '33094.1765 80799.03807 11362.99189 1 00000000066014', 'valor': 659.14, 'label': 0}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '33099.9388 80267.47352 26702.11765 8 00000000004571', 'valor': 45.71, 'label': 1}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 2571, 'linhaDigitavel': '33098.9127 82933.19161 49911.36007 4 00000000089455', 'valor': 894.55, 'label': 0}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '33093.7106 61975.12706 53287.38425 1 00000000075656', 'valor': 756.56, 'label': 1}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '33017.1428 73790.33709 51835.25305 6 00000000063344', 'valor': 633.44, 'label': 0}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '33099.1299 81260.81181 33811.48407 0 00000000085154', 'valor': 851.54, 'label': 1}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 537, 'agencia': 1, 'linhaDigitavel': '53796.8585 25603.65344 72810.73665 3 00000000096522', 'valor': 965.22, 'label': 0}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '33091.1472 09331.25296 51975.18568 1 00000000082222', 'valor': 822.22, 'label': 1}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '18798.6046 91714.19016 99687.62239 6 00000000045452', 'valor': 454.52, 'label': 0}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '33093.7495 71433.55206 78043.35352 5 00000000053485', 'valor': 534.85, 'label': 1}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '33097.8569 61619.52675 32831.98289 7 00000000072288', 'valor': 721.88, 'label': 0}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '33090.6282 10822.04279 54297.05514 1 00000000039983', 'valor': 399.83, 'label': 1}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 9735, 'linhaDigitavel': '33095.7349 83308.62557 94661.49765 4 00000000063965', 'valor': 639.65, 'label': 0}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '33096.6795 92978.03919 79671.32683 2 00000000074707', 'valor': 747.07, 'label': 1}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '33043.5585 91288.86732 84630.71868 1 00000000084228', 'valor': 842.28, 'label': 0}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '33099.0227 63933.25903 02163.57684 0 00000000089772', 'valor': 897.72, 'label': 1}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 675, 'agencia': 1, 'linhaDigitavel': '67591.2046 08901.97644 47975.40967 1 00000000073694', 'valor': 736.94, 'label': 0}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '33094.1723 63210.22192 48196.06511 3 00000000001623', 'valor': 16.24, 'label': 1}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '06491.6742 30514.02182 65749.23191 0 00000000004196', 'valor': 41.96, 'label': 0}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '33090.2511 02430.21652 28185.70397 3 00000000013687', 'valor': 136.87, 'label': 1}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '33091.4734 22834.16937 73623.93344 0 00000000074848', 'valor': 747.48, 'label': 0}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '33094.6631 44356.91472 72952.28076 5 00000000061782', 'valor': 617.82, 'label': 1}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 5750, 'linhaDigitavel': '33097.0489 16897.82437 42346.96428 3 00000000034754', 'valor': 347.54, 'label': 0}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '33098.1049 87973.26615 12202.30521 1 00000000066622', 'valor': 666.22, 'label': 1}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '33022.7775 72782.73600 46105.10036 1 00000000082910', 'valor': 829.1, 'label': 0}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '33091.4310 01849.75896 63975.06704 5 00000000046724', 'valor': 467.24, 'label': 1}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 473, 'agencia': 1, 'linhaDigitavel': '47390.5279 65833.35541 05165.59977 8 00000000051789', 'valor': 517.89, 'label': 0}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '33092.5859 25461.33230 84449.52664 9 00000000017788', 'valor': 177.88, 'label': 1}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '93492.4297 67270.88551 60404.92157 5 00000000056591', 'valor': 565.91, 'label': 0}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '33099.0903 77398.53327 61381.27539 0 00000000055565', 'valor': 555.65, 'label': 1}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '33095.4508 86178.16902 93443.26600 6 00000000049398', 'valor': 492.98, 'label': 0}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 1, 'linhaDigitavel': '33097.6419 50287.61595 95848.88124 8 00000000055548', 'valor': 555.48, 'label': 1}"
"{'banco': 'BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.', 'codigoBanco': 330, 'agencia': 3159, 'linhaDigitavel': '33091.5963 60691.17515 05131.07286 3 00000000075657', 'valor': 756.57, 'label': 0}"
